doi,pagerank
10.1016/j.virusres.2007.02.014,0.001699563
10.1093/cid/ciaa410,0.001688797
10.1371/currents.outbreaks.89c0d3783f36958d96ebbae97348d571,0.001642509
10.1086/423808,0.001618985
10.1016/j.jns.2020.116832,0.001603962
10.1101/2020.02.13.20022806,0.001598199
10.1186/1471-2164-6-132,0.001595682
10.1186/1476-069x-13-22,0.001580497
10.1016/j.vetmic.2011.09.007,0.001579149
10.1016/j.virusres.2015.01.021,0.001576197
10.4178/epih.e2016048,0.001431753
10.2807/1560-7917.es.2020.25.6.2000094,0.001416298
10.3390/v12020244,0.001395927
10.1016/j.bja.2020.02.008,0.001375713
10.1097/cm9.0000000000000819,0.001342032
10.1016/j.ypmed.2004.04.032,0.001333738
10.3201/eid1002.030741,0.001324179
10.1002/jmv.25708,0.001322689
10.1016/j.antiviral.2013.08.016,0.001317841
10.1016/j.ijid.2020.03.004,0.001317705
10.1111/ajt.12456,0.001294852
10.1016/j.idm.2020.03.001,0.001289201
10.3390/ijerph17062032,0.001275176
10.1007/s00417-020-04641-8,0.001272975
10.1038/s41421-020-0148-0,0.001259091
10.1016/j.jhin.2017.09.017,0.001258728
10.1016/j.ijid.2020.03.013,0.001258641
10.1016/j.kint.2020.03.001,0.001253367
10.3201/eid2606.200412,0.00125101
10.7150/ijbs.45053,0.001236294
10.1016/j.vaccine.2005.08.055,0.001170391
10.1007/s40475-020-00201-6,0.001157017
10.1086/500143,0.001139227
10.3201/eid2606.200357,0.001107288
10.1016/j.cvfa.2009.10.003,0.001101875
10.3390/jcm9040967,0.001097856
10.1055/s-0036-1584797,0.001092264
10.4065/78.7.882,0.001078185
10.1073/pnas.2004978117,0.001068283
10.1016/j.tmaid.2014.06.007,0.00106562
10.1101/2020.03.23.20040501,0.001053414
10.1016/j.ijid.2020.03.003,0.001049942
10.1086/380488,0.001029996
10.1016/j.ctro.2020.03.009,0.001026894
10.1016/j.cytogfr.2020.05.003,0.001025002
10.1101/2020.03.24.20042382,0.00102454
10.1007/s12519-020-00354-4,0.001002399
10.1002/jmv.25698,0.000996214
10.1101/2020.01.25.919787,0.000990757
10.1101/2020.03.03.20029983,0.00098707
10.1186/1471-2334-13-446,0.000976952
10.3390/pathogens9030186,0.00097259
10.7150/ijbs.45134,0.000969035
10.1371/journal.ppat.1004457,0.000965949
10.1007/s11684-020-0767-8,0.000954928
10.1007/s11357-020-00186-0,0.000954788
10.1093/jtm/taaa015,0.000950577
10.1016/j.diabres.2020.108142,0.000942509
10.1101/2020.02.03.20019497,0.000929007
10.4178/epih.e2020007,0.000908014
10.1159/000507305,0.000907775
10.1016/j.jtbi.2016.08.009,0.000898277
10.1101/2020.03.23.20041707,0.000889701
10.1101/2020.04.06.20055624,0.000876661
10.1073/pnas.2002616117,0.00086216
10.1016/j.ajic.2014.06.019,0.00085979
10.1101/2020.03.05.20031815,0.000858711
10.1136/bmj.f4752,0.000856264
10.1155/2016/3502683,0.000854848
10.1086/507426,0.000839041
10.1093/cid/ciaa242,0.000832626
10.1093/infdis/jiaa189,0.000827577
10.1093/oxfordjournals.epirev.a036158,0.000819035
10.1101/2020.04.14.20060160,0.000810091
10.1093/aje/kwh273,0.000807206
10.3201/eid1011.040729,0.000804832
10.15171/ijoem.2020.1921,0.000804647
10.1016/j.ajic.2005.12.006,0.000785112
10.1002/rmv.1980040108,0.000776843
10.1016/j.prrv.2015.04.002,0.000773283
10.1016/j.ijid.2020.03.071,0.000768836
10.7759/cureus.7560,0.000767038
10.3390/ijerph17082690,0.000766782
10.1186/s40169-020-00271-z,0.00076281
10.1373/clinchem.2003.023184,0.000758022
10.1111/1759-7714.13423,0.000757506
10.1016/j.mpmed.2013.10.017,0.000751279
10.1109/rbme.2020.2987975,0.000744933
10.7150/ijbs.45472,0.000742836
10.1007/s12250-020-00218-1,0.000727758
10.1016/j.jcv.2020.104364,0.000720546
10.1002/jmv.25705,0.000709409
10.1101/2020.03.12.20034728,0.000708193
10.1016/j.scitotenv.2020.138277,0.00070726
10.1007/s12519-020-00347-3,0.000702267
10.1016/j.prrv.2004.07.010,0.000695504
10.1007/s00330-020-06816-7,0.000690259
10.1007/s00134-003-1821-0,0.00068985
10.1186/s13054-020-02895-6,0.000683135
10.1016/j.ijantimicag.2020.105948,0.000678283
10.1002/rmv.2107,0.000675887
10.1007/s12630-020-01651-2,0.00067582
10.1371/journal.pone.0009018,0.000675504
10.7554/elife.57309,0.000663089
10.1093/cid/ciaa316,0.000662343
10.3346/jkms.2015.30.11.1701,0.000662015
10.1016/j.cvsm.2008.02.006,0.0006588
10.3201/eid1201.051370,0.000657712
10.1101/2020.03.04.20031112,0.00065471
10.1101/2020.03.02.20030452,0.00065042
10.1016/j.jcv.2020.104371,0.000640339
10.1007/s12264-020-00476-9,0.000639098
10.1016/j.antiviral.2007.10.010,0.000620484
10.1186/s12942-020-00202-8,0.000619446
10.1016/j.ijantimicag.2020.105951,0.000608179
10.1016/j.scitotenv.2020.138870,0.000607188
10.1016/j.cpcardiol.2020.100618,0.000601531
10.1016/j.scitotenv.2020.138201,0.000596586
10.1016/j.virol.2005.04.010,0.000595665
10.3390/v8010016,0.000590185
10.1186/1824-7288-37-10,0.00058548
10.25259/ijms_33_2020,0.00058548
10.1186/1471-2334-13-592,0.00058548
10.1016/j.antiviral.2013.06.009,0.000583255
10.1002/jmv.25807,0.000580832
10.1111/risa.12253,0.000580354
10.1007/bf01242179,0.000564641
10.1016/j.micinf.2004.11.004,0.000564641
10.1093/aje/kwj034,0.000560899
10.1371/journal.pone.0091516,0.000558799
10.12998/wjcc.v8.i4.652,0.000549402
10.3390/jcm9041225,0.000545761
10.1016/j.jacl.2020.04.008,0.000540292
10.1016/j.micinf.2020.01.004,0.000539958
10.1016/j.vaccine.2005.04.011,0.00053672
10.1007/s11684-016-0430-6,0.00053566
10.1101/2020.02.11.20022236,0.000534951
10.1007/s10096-020-03874-z,0.000530515
10.1007/s13312-020-1852-4,0.00052875
10.3390/pathogens9030231,0.000528499
10.1101/2020.04.01.20050443,0.000527412
10.1055/s-0036-1584923,0.000527412
10.1080/17460441.2019.1581171,0.000521557
10.1016/j.puhe.2005.10.002,0.000515003
10.1101/2020.02.21.20026328,0.000512684
10.1016/j.cimid.2007.05.009,0.000511891
10.1016/j.jinf.2020.02.010,0.000508311
10.1186/1471-2334-9-27,0.000505829
10.1016/j.bcp.2012.08.012,0.000502594
10.1007/978-94-017-9882-2_18,0.000502586
10.1007/s11427-020-1643-8,0.00050233
10.25100/cm.v51i2.4271,0.00049763
10.3201/eid1602.090780,0.000496751
10.1016/j.jaip.2020.03.012,0.000488323
10.1002/ana.410110202,0.00048532
10.5144/0256-4947.2013.427,0.000483979
10.1101/2020.03.28.20046144,0.000482118
10.3346/jkms.2017.32.5.744,0.000481419
10.1016/j.micinf.2020.03.003,0.000479197
10.3934/mbe.2020148,0.000478899
10.3201/eid0908.030334,0.000474672
10.1586/erv.09.43,0.000473679
10.1101/2020.02.21.20026559,0.000471397
10.1007/s40484-020-0199-0,0.000468954
10.1101/2020.04.15.20066480,0.000468779
10.1016/j.joen.2020.03.008,0.000468256
10.1053/j.semdp.2019.04.006,0.000464677
10.1016/j.lfs.2020.117652,0.000462263
10.3201/eid1806.111688,0.000452956
10.1086/502975,0.000452956
10.1016/j.antiviral.2014.03.014,0.000452956
10.1007/s40121-020-00295-5,0.000447295
10.1371/journal.pone.0035284,0.000440125
10.1080/1744666x.2020.1750954,0.000439926
10.1016/j.apgeog.2020.102202,0.00043984
10.1093/clinchem/hvaa071,0.000435864
10.1016/j.bjoms.2020.04.014,0.000435515
10.1016/j.eururo.2020.04.056,0.000433455
10.1136/svn-2020-000382,0.000428137
10.1371/journal.pone.0148258,0.000418638
10.1016/j.cvfa.2012.07.002,0.000415727
10.1016/j.virusres.2016.05.013,0.000415727
10.1016/j.ccm.2016.11.007,0.000414908
10.1101/2020.02.19.20025031,0.000411295
10.1101/2020.03.30.20044099,0.000406649
10.2478/jtim-2020-0003,0.000404801
10.1096/fj.202000919,0.000404559
10.1016/j.envres.2020.109819,0.000403007
10.1007/s12250-020-00212-7,0.000399303
10.1016/j.sapharm.2020.02.003,0.000397113
10.1111/jdv.16528,0.000397113
10.1101/2020.03.13.20035436,0.00039664
10.1002/jmv.25861,0.000395659
10.1016/j.scitotenv.2020.138436,0.000392651
10.1007/s00101-020-00760-3,0.000392149
10.1183/13993003.00858-2020,0.000387467
10.1007/s10916-020-01562-1,0.000385224
10.1016/j.virol.2015.03.017,0.000381601
10.1098/rspa.2020.0376,0.000380981
10.5811/westjem.2015.3.25678,0.000376463
10.1016/j.virol.2008.07.026,0.000375396
10.1016/j.chaos.2020.109829,0.000373342
10.1101/2020.03.19.20039388,0.000372294
10.1086/657315,0.000372294
10.3201/eid1108.040449,0.00036733
10.1101/2020.03.26.20044826,0.000364893
10.1213/ane.0000000000004847,0.000364684
10.1002/cpt.1857,0.000362987
10.1002/ajp.20565,0.000359885
10.1098/rstb.2009.0093,0.000359885
10.1007/s13312-020-1819-5,0.000358032
10.3201/eid2009.140378,0.000357971
10.1136/bmjgh-2020-002647,0.000354714
10.3390/v4101878,0.00035368
10.1097/im9.0000000000000022,0.00035368
10.1016/j.mcm.2005.01.007,0.000349957
10.2807/1560-7917.es.2020.25.17.2000257,0.000349105
10.1097/inf.0000000000002660,0.000348184
10.1016/j.ccm.2010.10.004,0.000344917
10.1016/j.jmii.2020.04.004,0.000343486
10.3201/eid2310.161986,0.00034127
10.1128/jcm.01243-20,0.00034127
10.1007/bf01310822,0.00034127
10.1016/j.ejim.2004.01.006,0.00034127
10.1016/j.ijid.2020.03.042,0.000340852
10.3390/ijerph17072323,0.000338397
10.1101/2020.02.26.20028217,0.000335066
10.1101/2020.04.11.20056010,0.000331984
10.1101/2020.04.06.20055863,0.000330468
10.1016/j.clinimag.2020.05.013,0.000330102
10.1016/j.ijid.2020.04.057,0.000329862
10.1016/j.tmrv.2006.03.001,0.000329586
10.1136/bcr-2020-236978,0.000327887
10.1093/ecco-jcc/jjaa058,0.000326913
10.3201/eid1002.030734,0.000326846
10.1002/phar.2410,0.000322656
10.1371/journal.pone.0144818,0.000322656
10.1038/s41375-020-0832-y,0.000322656
10.1016/j.physa.2005.01.009,0.000321644
10.3892/ijmm.2020.4555,0.000320795
10.1101/2020.04.27.064279,0.000320709
10.1016/j.ijheh.2020.113555,0.000320215
10.1007/s00330-020-06854-1,0.000316451
10.1186/s40463-020-00424-7,0.000315853
10.1007/s00705-020-04628-0,0.00031459
10.1016/j.matcom.2006.06.031,0.000314462
10.1016/j.ijoa.2009.09.007,0.000314462
10.1016/j.ijporl.2020.110059,0.000313991
10.1016/j.tmaid.2018.12.003,0.000310393
10.1007/s00148-020-00778-2,0.000310291
10.2106/jbjs.20.00417,0.000309006
10.1186/1741-7015-11-252,0.000304042
10.3390/v4102031,0.000303431
10.1371/journal.ppat.1008536,0.000302253
10.1136/bmj.m2743,0.00030094
10.1101/2020.03.21.20040329,0.000299877
10.1016/j.jiph.2016.04.008,0.000298743
10.1080/07391102.2020.1767691,0.000297837
10.1016/j.jtcvs.2020.04.005,0.000297837
10.1002/jmv.25813,0.000297527
10.1038/s41591-020-0796-5,0.000296925
10.1016/j.ajic.2015.11.018,0.000294735
10.1093/neuros/nyaa147,0.000294735
10.1586/14760584.2015.1036033,0.000292873
10.1016/j.meegid.2020.104327,0.000291814
10.3390/ijerph17051770,0.000286923
10.1101/2020.04.02.20046375,0.000286546
10.1016/j.ijid.2020.03.027,0.000286169
10.3345/cep.2020.00493,0.000285428
10.1016/j.psychres.2020.113098,0.000285428
10.3201/eid2102.131610,0.000285428
10.1111/ajt.14042,0.000285428
10.1016/j.geosus.2020.03.005,0.000281185
10.1101/2020.03.20.20039834,0.000279223
10.1016/j.cmi.2020.03.024,0.000277871
10.1016/j.chaos.2020.109926,0.000276302
10.1101/2020.03.17.20037671,0.000275516
10.1101/2020.02.14.20022897,0.000274569
10.1016/j.amjsurg.2020.04.018,0.000274259
10.1016/j.tmaid.2020.101659,0.000274259
10.1101/2020.04.25.20079103,0.000270226
10.3201/eid1005.030419,0.000269916
10.1101/2020.02.12.20022566,0.000269571
10.1186/s12879-020-05493-7,0.000269424
10.1016/j.scitotenv.2020.138778,0.000268054
10.1111/sji.12302,0.000266813
10.3390/v9050102,0.000266813
10.1186/cc6917,0.000266813
10.1186/1471-2458-4-34,0.000266813
10.1016/j.emc.2006.06.006,0.000266813
10.1016/j.ajem.2020.03.036,0.000266548
10.3390/ijerph17051679,0.000264346
10.1631/jzus.b2010010,0.000263298
10.1016/j.jinf.2020.03.040,0.000262825
10.1186/s12879-019-3729-5,0.000261764
10.1016/j.scitotenv.2020.138996,0.000260609
10.1017/dmp.2020.119,0.000260258
10.5435/jaaos-d-20-00360,0.000258747
10.1016/j.jtho.2020.04.003,0.000257506
10.1186/1742-7622-11-16,0.000257105
10.3390/ijms21082826,0.000257
10.24171/j.phrp.2020.11.1.03,0.00025673
10.1101/2020.03.18.20038570,0.000256181
10.1101/2020.03.09.20033381,0.000254095
10.12998/wjcc.v8.i8.1391,0.000253518
10.1186/s13054-016-1234-4,0.000252037
10.2807/1560-7917.es.2020.25.8.2000097,0.000251584
10.1136/fmch-2020-000406,0.000251302
10.1101/2020.04.17.20069641,0.000251302
10.1016/j.jegh.2015.07.005,0.000248199
10.1016/j.jasc.2020.03.001,0.000248199
10.1016/j.jim.2014.03.023,0.000248199
10.1371/journal.pone.0144778,0.000248199
10.5811/westjem.2015.7.27915,0.000247964
10.1371/journal.pone.0016796,0.000247588
10.1016/j.clim.2020.108413,0.000247511
10.1101/2020.04.04.20053637,0.00024693
10.1101/2020.03.04.20029538,0.000246338
10.1016/j.ajic.2008.06.001,0.000246252
10.1007/s42399-020-00363-4,0.000246252
10.1016/b978-1-4160-6400-8.00011-0,0.000245759
10.1016/j.cytogfr.2020.06.001,0.000245379
10.1093/cid/ciaa654,0.000245097
10.1001/jamanetworkopen.2020.10182,0.000244953
10.1148/radiol.2020200490,0.000244631
10.1053/j.jvca.2020.03.026,0.000244476
10.1101/2020.04.24.20077792,0.00024426
10.1080/07391102.2020.1767211,0.000243235
10.3390/ijerph17082821,0.00024253
10.1016/j.cmi.2020.04.023,0.000242424
10.1186/s40779-020-00254-8,0.000241995
10.1016/j.seizure.2020.05.005,0.000241995
10.1007/s11908-013-0344-2,0.000241995
10.1101/2020.05.15.20103275,0.000240146
10.3390/healthcare8010051,0.000240133
10.1016/j.scitotenv.2020.138811,0.00023823
10.1016/j.arcmed.2020.04.021,0.000237096
10.1111/den.13693,0.000237031
10.1053/sper.2002.36268,0.000236515
10.1186/s12967-020-02324-w,0.000235806
10.1007/s10072-020-04486-3,0.00023579
10.1101/2020.02.28.20028068,0.00023426
10.1101/2020.02.16.20023655,0.00023305
10.1101/2020.03.27.20044891,0.000229585
10.1016/j.janxdis.2020.102233,0.000229585
10.14336/ad.2020.0402,0.000229585
10.1213/ane.0000000000004845,0.000229585
10.1016/b978-032304048-8.50037-2,0.000229585
10.1016/j.vaccine.2008.11.027,0.000229585
10.1111/jdv.16515,0.000229585
10.1101/2020.03.24.006197,0.000229585
10.1101/2020.03.05.20031088,0.000229556
10.1101/2020.03.10.20032136,0.000226197
10.1016/j.jmii.2020.03.003,0.000225196
10.1101/2020.04.16.20062141,0.000224621
10.1038/s41598-018-28900-1,0.000224535
10.1002/agm2.12113,0.000224122
10.12688/f1000research.24156.1,0.000224122
10.1007/978-3-642-02202-9_268,0.000224122
10.1097/cm9.0000000000000072,0.000224122
10.1186/1743-422x-8-319,0.000224122
10.1016/j.jaim.2020.05.011,0.000224122
10.1002/kjm2.12228,0.000224122
10.1002/jcla.23391,0.000224122
10.1055/s-0040-1714151,0.000224122
10.1590/s1678-9946202062062,0.000224122
10.1186/1471-2334-10-234,0.000224122
10.1007/s11071-020-05958-z,0.000224122
10.7759/cureus.7423,0.000224001
10.1186/s40634-020-00248-4,0.000223735
10.3201/eid2012.141211,0.00022338
10.1101/2020.06.18.159434,0.00022338
10.1101/2020.03.06.20032417,0.000221519
10.1101/2020.03.04.20026005,0.000220886
10.1016/b978-0-12-824003-8.00003-6,0.000219805
10.1177/0020764020925835,0.000219672
10.1016/j.tmaid.2020.101755,0.000219037
10.1002/jmv.25957,0.000218817
10.1186/s40696-016-0019-2,0.000218417
10.1101/2020.04.09.20059865,0.000218417
10.1016/j.nmni.2020.100673,0.00021753
10.1007/s00266-020-01752-9,0.000216289
10.5435/jaaos-d-20-00227,0.000215314
10.3906/sag-2004-146,0.000215228
10.1016/j.ijid.2017.02.008,0.000215048
10.31616/asj.2020.0122,0.000214255
10.2196/18807,0.000212126
10.1016/j.eclinm.2020.100354,0.000211434
10.1016/j.celrep.2020.107940,0.000210971
10.1007/s11596-020-2173-5,0.000210971
10.1101/2020.03.29.20046565,0.000210971
10.1016/j.ijid.2004.09.005,0.000210971
10.1016/j.cca.2020.04.018,0.00020942
10.1016/j.jmii.2020.03.011,0.000209023
10.3389/fmicb.2017.01469,0.000208843
10.7759/cureus.7355,0.000208251
10.1016/j.envres.2020.109553,0.000208223
10.1016/j.jinf.2020.04.011,0.000207603
10.1111/bju.15105,0.000206982
10.1101/2020.02.26.20028225,0.000206982
10.1016/j.cgh.2020.03.020,0.000205921
10.1016/j.phrs.2020.104899,0.0002058
10.1016/j.jhin.2020.04.016,0.000204766
10.1038/labinvest.3700136,0.000204766
10.1016/j.jinf.2020.04.018,0.000204211
10.1016/j.cjca.2020.04.010,0.000201992
10.1111/ajd.13313,0.000201664
10.1111/ijlh.13229,0.000201664
10.1016/j.athoracsur.2020.04.007,0.000201664
10.1002/jmv.25835,0.000200357
10.1016/j.jiac.2017.04.004,0.000199464
10.1016/j.jviromet.2004.04.008,0.000199077
10.1016/j.scitotenv.2020.138761,0.000198561
10.1007/s12072-020-10043-z,0.000198561
10.1101/2020.03.22.20040642,0.000197941
10.1101/2020.04.13.20063198,0.0001967
10.1111/ipd.12653,0.000194855
10.1016/j.prevetmed.2012.01.020,0.000193082
10.1101/2020.03.17.20037689,0.000192797
10.1016/j.ejim.2020.04.003,0.000192357
10.15585/mmwr.mm6926e3,0.000192357
10.7759/cureus.10480,0.000192357
10.3390/v11121119,0.000192357
10.1016/j.pt.2013.03.001,0.000192357
10.1016/j.amjoto.2020.102483,0.000192357
10.1111/apt.15779,0.000192357
10.1016/j.coviro.2012.02.007,0.000192357
10.1038/bmt.2010.347,0.000192357
10.1016/j.yapd.2009.08.019,0.000192357
10.1101/2020.04.25.20079996,0.000192357
10.3390/antiox9050389,0.000192357
10.1016/j.eclinm.2020.100449,0.000192357
10.1055/s-0033-1351122,0.000192357
10.1016/j.ejrad.2020.109009,0.000192357
10.1016/j.cvex.2004.09.008,0.000192357
10.7759/cureus.8165,0.000192357
10.1053/j.spid.2005.05.001,0.000192357
10.1016/j.radonc.2020.03.029,0.00019147
10.1016/j.yjmcc.2020.04.031,0.000190274
10.7554/elife.57149,0.000190218
10.1002/emp2.12034,0.000189832
10.1016/j.envint.2020.105794,0.000189536
10.1016/j.fertnstert.2020.04.025,0.000189254
10.3346/jkms.2020.35.e143,0.000188342
10.1101/2020.03.26.20044289,0.000187127
10.1016/j.scitotenv.2020.138810,0.000186241
10.1016/j.archger.2020.104058,0.000186152
10.1016/j.ctcp.2020.101132,0.000186152
10.1007/s10669-014-9506-5,0.000186152
10.1016/j.sjbs.2016.02.019,0.000186152
10.3390/diagnostics10050290,0.000183746
10.1016/j.nmni.2020.100679,0.000183378
10.1016/j.onehlt.2020.100127,0.000183173
10.1371/journal.pone.0234765,0.000181188
10.1101/2020.04.14.20063750,0.000180484
10.3390/ijerph17082801,0.000180093
10.1016/j.jinf.2020.06.067,0.000179061
10.1007/s11357-020-00205-0,0.000178
10.1111/his.14138,0.000176845
10.1016/j.idm.2020.04.002,0.000176287
10.1016/j.jad.2020.05.009,0.000175871
10.1016/j.oraloncology.2020.104741,0.000175576
10.1016/j.jinf.2020.02.002,0.000174558
10.1016/j.ajic.2020.07.011,0.000173742
10.1111/ajt.15983,0.000173742
10.1186/1478-4505-7-21,0.000173742
10.1017/dmp.2020.109,0.000173742
10.1097/inf.0000000000001242,0.000173742
10.1007/s40592-015-0038-7,0.000173742
10.1016/j.chest.2018.06.003,0.000173742
10.1007/s42979-020-00209-9,0.000172856
10.1016/j.arth.2020.04.055,0.000171336
10.1101/485821,0.000170821
10.3390/jcm9041131,0.000168779
10.1101/2020.10.27.20211631,0.000167923
10.14740/jocmr4142,0.000167538
10.1016/j.cvfa.2009.03.005,0.000167538
10.1093/infdis/jiaa206,0.000166807
10.1038/s41598-020-61133-9,0.000166397
10.1093/eurheartj/ehaa266,0.00016612
10.1080/22221751.2020.1780953,0.000164828
10.1101/2020.03.01.20029629,0.000164622
10.1016/j.cvsm.2020.07.008,0.000164468
10.1016/j.jviromet.2015.02.012,0.000164468
10.1007/s42399-020-00264-6,0.000164435
10.1016/j.tmaid.2020.101677,0.000164435
10.3389/fped.2020.00215,0.000164435
10.1186/1471-2334-11-225,0.000164435
10.3390/jcm9020601,0.000163549
10.1002/jmv.26001,0.000162574
10.1093/cid/ciaa629,0.000162488
10.1186/s12938-017-0370-7,0.000161641
10.1016/j.rceng.2020.03.001,0.000161641
10.4103/ijmr.ijmr_1239_18,0.000161353
10.1186/s12969-020-00422-z,0.000161333
10.12688/wellcomeopenres.15788.1,0.000161067
10.3390/ijerph17072365,0.000160598
10.1007/0-387-29251-9_2,0.000160447
10.1021/acsnano.0c03402,0.000160447
10.1093/cid/civ118,0.000160312
10.1186/s13027-020-00322-7,0.000160026
10.1016/j.bbmt.2020.04.018,0.000159782
10.1016/j.jeconom.2020.07.038,0.000158851
10.1021/acs.analchem.0c00784,0.000158231
10.3390/s20113121,0.000158231
10.5811/westjem.2017.10.35983,0.000157133
10.1002/jmv.26023,0.000156719
10.1093/qjmed/hcaa038,0.000156415
10.1016/j.jemermed.2003.12.023,0.000156216
10.1016/j.jcms.2020.03.011,0.000155765
10.1002/smll.202002169,0.000155128
10.1007/bf01314841,0.000155128
10.1093/cid/civ399,0.000155128
10.1016/j.ajic.2006.04.203,0.000155128
10.1016/j.prrv.2004.07.006,0.000155128
10.1007/978-3-319-50890-0_4,0.000155128
10.1155/2013/587024,0.000155128
10.1016/j.jhin.2010.01.013,0.000155128
10.1007/s11695-020-04741-8,0.000155128
10.1016/j.idc.2007.03.001,0.000155128
10.1016/j.rvsc.2015.09.005,0.000155128
10.1007/978-3-642-20718-1_14,0.000155128
10.1016/j.jviscsurg.2020.04.016,0.000155128
10.1016/j.pcl.2005.02.010,0.000155128
10.1371/journal.pone.0078583,0.000155128
10.1186/s13063-020-04446-4,0.000155128
10.4065/78.9.1137,0.000155128
10.1016/j.prrv.2007.04.003,0.000155128
10.1016/j.emc.2011.01.005,0.000155128
10.1038/s41394-020-0288-3,0.000155128
10.1016/j.tmaid.2020.101742,0.000154242
10.1101/2020.03.26.20044198,0.000153355
10.1017/ice.2020.81,0.000152322
10.7759/cureus.7386,0.000152207
10.1016/j.gendis.2020.03.008,0.000152026
10.1016/j.ijid.2020.03.059,0.000151716
10.1016/j.mbs.2020.108378,0.000150164
10.1111/iej.13291,0.000149544
10.5935/1518-0557.20200030,0.000148923
10.1111/risa.13389,0.000148923
10.1016/j.tmaid.2014.09.003,0.000148923
10.1016/j.scitotenv.2020.139144,0.000148923
10.1007/s00417-020-04682-z,0.000148923
10.1111/resp.13114,0.000148923
10.7150/thno.48076,0.000148923
10.1002/cncy.22280,0.000148923
10.1016/j.ijid.2020.03.041,0.000147778
10.1101/2020.03.14.20036202,0.000147391
10.1016/j.nmni.2020.100672,0.000146442
10.2196/18798,0.000146223
10.1101/2020.03.17.20037770,0.000145931
10.1002/jmv.25866,0.000145821
10.1101/2020.04.13.20064220,0.000145821
10.1101/2020.01.28.20019299,0.000145821
10.3201/eid2606.200251,0.000145821
10.1101/2020.06.29.20142851,0.000145812
10.1016/j.scitotenv.2020.138858,0.00014396
10.1177/2050640620920157,0.000142719
10.1101/2020.02.17.20024034,0.000141134
10.1007/s13365-020-00840-5,0.000140946
10.3892/ijmm.2020.4596,0.000140857
10.1101/2020.04.14.20064824,0.000139616
10.1111/aos.14438,0.000139616
10.2147/idr.s258736,0.000139616
10.1101/2020.03.15.20036533,0.000139616
10.1002/bjs.11688,0.000139616
10.2188/jea.je20100119,0.000139616
10.1016/j.chaos.2020.110032,0.000139616
10.1016/j.sdentj.2020.04.001,0.000139193
10.1089/vbz.2017.2191,0.000139048
10.1016/j.puhe.2005.10.001,0.000137755
10.3390/ijerph17093132,0.00013671
10.1186/s12916-020-01650-6,0.000136514
10.1016/j.adro.2020.03.008,0.000136514
10.1101/2020.03.30.20047472,0.000136514
10.7150/ijbs.45018,0.000136514
10.2196/19160,0.000136514
10.1016/j.tranpol.2020.05.012,0.000136514
10.1101/2020.04.24.20078113,0.000136514
10.4081/jphia.2016.534,0.000136514
10.1007/s12045-020-0981-3,0.000136514
10.1016/j.eururo.2020.05.025,0.000136514
10.1101/2020.03.10.20033803,0.000136514
10.1016/j.autrev.2020.102571,0.000136514
